		Risultati Incontri									
		23a di Serie A									
		Campionato: 21a Camp. (Ritorno)									
		Arte Della Topa						Heroes de la Baja Jamon			
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	PADELLI Daniele	6	-1	5		P	SPORTIELLO Marco	5,5	-4	1,5
	D	ALONSO Marcos	5,5	-0,5	5		D	BONUCCI Leonardo	5	-0,5	4,5
	D	GLIK Kamil	6	-0,5	5,5		D	DARMIAN Matteo	5	0	5
	D	RODRIGUEZ Gonzalo Javier	6,5	0	6,5		D	ZAPPACOSTA Davide	6,5	0	6,5
	D	ROMAGNOLI Alessio	5	-0,5	4,5		C	M'POKU Paul-Jose	6	0	6
	C	ANTONELLI Luca	6	-0,5	5,5		C	PAROLO Marco	6,5	0	6,5
	C	DIAMANTI Alessandro	6	0	6		CR	PUCCIARELLI Manuel	6	0	6
	C	FALQUE Iago Silva	7	2	9		CU	Riserva d'ufficio	0	0	4
	C	HAMSIK Marek	5	0	5		A	BABACAR Khouma Elhadji	8	7	15
	CR	WIDMER Silvan	6	0	6		A	DEFREL Gregoire	7	1	8
	A	KEITA Balde Diao	6	0	6		A	MORATA Alvaro	6,5	3	9,5
				Parziale squadra	64					Parziale squadra	72,5
				Fattore campo	2					Fattore campo	0
				Modificatore portiere	0					Modificatore portiere	0
				Modificatore difesa	0,5					Modificatore difesa	0
				Modificatore centrocampo	0,5					Modificatore centrocampo	-0,5
				Modificatore modulo	1					Modificatore modulo	-0,5
				Totale squadra	68					Totale squadra	71,5
				Gol	1					Gol	2
											
		Sostituiti, panchina e tribuna						Sostituiti, panchina e tribuna			
	Cs	OBIANG Pedro Mba	sv/ng	0	sv/ng		Cs	COMAN Kingsley	sv/ng	0	sv/ng
	P	ICHAZO Salvador	sv/ng	0	sv/ng		Cs	SORIANO Roberto	sv/ng	0	sv/ng
	P	CASTELLAZZI Luca	sv/ng	0	sv/ng		P	CONSIGLI Andrea	6	-3	3
	D	RICHARDS Micah	6,5	0	6,5		D	STENDARDO Guglielmo	5,5	0	5,5
	D	RONCAGLIA Facundo Sebastian	6	0	6		D	DE MAIO Sebastian	6	0	6
	D	YANGA-MBIWA Mapou	5,5	0	5,5		D	AGOSTINI Alessandro	4,5	-2	2,5
	D	CEPPITELLI Luca	sv/ng	0	sv/ng		D	BRIVIO Davide	sv/ng	0	sv/ng
	C	VECINO Matias	6	0	6		C	VALERO Borja Iglesias	sv/ng	0	sv/ng
	C	ILICIC Josip	sv/ng	0	sv/ng		C	STURARO Stefano	sv/ng	0	sv/ng
	A	AMAURI Carvalho	sv/ng	0	sv/ng		C	PADOIN Simone	sv/ng	0	sv/ng
	A	TAVANO Francesco	6	0	6		A	GILARDINO Alberto	6	0	6
	A	TOTTI Francesco	sv/ng	0	sv/ng		A	BOAKYE Richmond	sv/ng	0	sv/ng
	p	POMINI Alberto	sv/ng	0	sv/ng		A	RODRIGUEZ Alejandro	sv/ng	0	sv/ng
	d	LAURINI Vincent	sv/ng	0	sv/ng		p	LEALI Nicola	6,5	-2	4,5
	c	EVANGELISTA Lucas	5,5	0	5,5		d	CACERES Martin	sv/ng	0	sv/ng
	c	OBBADI Mounir	sv/ng	0	sv/ng		d	IZZO Armando	5,5	0	5,5
							c	KONE Panagiotis	sv/ng	0	sv/ng
							a	MARILUNGO Guido	sv/ng	0	sv/ng
							a	MATRI Alessandro	sv/ng	0	sv/ng
											
		Campionato: 21a Camp. (Ritorno)									
		Atletico Carione						Santos (do Bareira)			
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	DIEGO LOPEZ Rodriguez	5	-2	3		P	BUFFON Gianluigi	6,5	-2	4,5
	D	CAMPAGNARO Hugo Armando	6	0	6		D	ACERBI Francesco	5,5	0	5,5
	D	CESAR Bostjan	7	0	7		D	RUGANI Daniele	6,5	0	6,5
	D	PIRIS Ivan Rodrigo	5	0	5		D	ZUKANOVIC Ervin	6	0	6
	C	BERTOLACCI Andrea	6,5	3	9,5		C	BIGLIA Lucas Rodrigo	6	0	6
	C	BROZOVIC Marcelo	6,5	0	6,5		C	LOPEZ David	5	0	5
	C	DE ROSSI Daniele	5	0	5		C	MORALEZ Maximiliano	6,5	2,5	9
	C	MENEZ Jeremy	5,5	0	5,5		C	RIGONI Luca	7	2,5	9,5
	A	DOUMBIA Seydou	4	0	4		C	VARELA Silvestre	5,5	0	5,5
	A	KLOSE Miroslav	6,5	0	6,5		A	ZAZA Simone	5,5	-0,5	5
	A	NIANG Mbaye	7,5	6	13,5		AR	MACCARONE Massimo	7	3	10
				Parziale squadra	71,5					Parziale squadra	72,5
				Fattore campo	2					Fattore campo	0
				Modificatore portiere	0					Modificatore portiere	0,5
				Modificatore difesa	0					Modificatore difesa	0
				Modificatore centrocampo	-0,5					Modificatore centrocampo	0,5
