		Risultati Incontri									
		18a di Serie A									
		Campionato: 16a Camp. (Ritorno)									
		Augusta Romulea FC						Guffinz SPA			
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	PERIN Mattia	6	-3	3		P	SZCZESNY Wojciech	5	-3	2
	D	CANNAVARO Paolo	5	0	5		D	ALEX Rodrigo Dias da Costa	5,5	0	5,5
	D	CESAR Bostjan	4,5	0	4,5		D	ANSALDI Cristian	4,5	-0,5	4
	D	GLIK Kamil	6	-0,5	5,5		D	CHIELLINI Giorgio	6,5	0	6,5
	D	MOLINARO Cristian	6	0	6		DR	DE MAIO Sebastian	5,5	0	5,5
	C	BERTOLACCI Andrea	5	0	5		C	BONAVENTURA Giacomo	6	0	6
	C	CARBONERO Carlos	7	0	7		C	DE ROON Marten	5	-0,5	4,5
	C	GOMEZ Alejandro	6,5	-0,5	6		C	KONDOGBIA Geoffrey	5	0	5
	C	VIVES Giuseppe	6	0	6		C	MOUNIER Anthony	7	0,5	7,5
	A	DENIS German Gustavo	5	0	5		A	CALLEJON Jose Maria	7	1	8
	A	THEREAU Cyril	7	3	10		A	SALAH Mohamed	5	0	5
				Parziale squadra	63					Parziale squadra	59,5
				Fattore campo	2					Fattore campo	0
				Modificatore portiere	0					Modificatore portiere	0
				Modificatore difesa	0,5					Modificatore difesa	1
				Modificatore centrocampo	0,5					Modificatore centrocampo	-0,5
				Modificatore modulo	0					Modificatore modulo	0
				Totale squadra	66					Totale squadra	60
				Gol	1					Gol	0
											
		Sostituiti, panchina e tribuna						Sostituiti, panchina e tribuna			
	A	TOTTI Francesco	sv/ng	0	sv/ng		Ds	TELLES Alex	sv/ng	0	sv/ng
	P	LAMANNA Eugenio	sv/ng	0	sv/ng		D	TOLOI Rafael	5	0	5
	D	MOISANDER Nicklas	5	0	5		D	ADNAN Ali	sv/ng	0	sv/ng
	D	MASIELLO Andrea	sv/ng	0	sv/ng		C	HETEMAJ Perparim	6,5	-0,5	6
	D	CASSANI Mattia	5,5	0	5,5		C	PAGANINI Luca	6	0	6
	D	FERRARI Alex	6,5	0	6,5		C	IONITA Artur	5,5	0	5,5
	D	MAIETTA Domenico	6	0	6		C	VIVIANI Federico	sv/ng	0	sv/ng
	C	MARRONE Luca	6	0	6		P	DE SANCTIS Morgan	sv/ng	0	sv/ng
	C	RIGONI Nicola	sv/ng	0	sv/ng		A	KLOSE Miroslav	5	0	5
	C	JANKOVIC Bosko	sv/ng	0	sv/ng		A	DJURDJEVIC Uros	sv/ng	0	sv/ng
	C	GAZZI Alessandro	sv/ng	0	sv/ng		A	BABACAR Khouma Elhadji	sv/ng	0	sv/ng
	p	BENUSSI Francesco	sv/ng	0	sv/ng		A	MBAKOGU Jerry Uche	6,5	0	6,5
	p	BRKIC Zeljko	sv/ng	0	sv/ng		p	LOBONT Bogdan	sv/ng	0	sv/ng
	c	BIGLIA Lucas Rodrigo	sv/ng	0	sv/ng		d	EL KAOUTARI Abdelhamid	sv/ng	0	sv/ng
	c	MISSIROLI Simone	sv/ng	0	sv/ng		d	MAGGIO Christian	sv/ng	0	sv/ng
	a	DZEKO Edin	sv/ng	0	sv/ng		d	SPOLLI Nicolas Federico	sv/ng	0	sv/ng
							c	GUCHER Robert	6	0	6
							c	PEROTTI Diego	sv/ng	0	sv/ng
											
		Campionato: 16a Camp. (Ritorno)									
		Cioppese						Atletico Caipirinha			
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	BERISHA Etrit	6	0	6		P	SORRENTINO Stefano	6	-3	3
	D	ALBIOL Raul	6	-0,5	5,5		D	ACERBI Francesco	5,5	0	5,5
	D	ALONSO Marcos	6,5	0	6,5		D	DRAME' Boukary	5	0	5
	D	LICHTSTEINER Stephan	6,5	0	6,5		D	MURILLO Jeison	5	-0,5	4,5
	D	STRUNA Aljaz	4,5	-0,5	4		C	BIRSA Valter	5,5	0	5,5
	C	LAXALT Diego Sebastian	5,5	0	5,5		C	FERNANDES Bruno Miguel	7	1	8
	C	LODI Francesco	7	0	7		C	SAPONARA Riccardo	6	0	6
	C	VALERO Borja Iglesias	6,5	0,5	7		CR	SAMMARCO Paolo	7	0	7
	A	DYBALA Paulo	7,5	3	10,5		A	BACCA Carlos	5,5	0	5,5
	A	NIANG Mbaye	5,5	0	5,5		A	SANSONE Nicola Domenico	6	0	6
	AR	CERCI Alessio	4	0	4		AR	GOMEZ Juan Ignacio	5	0	5
				Parziale squadra	68					Parziale squadra	61
				Fattore campo	2					Fattore campo	0
				Modificatore portiere	0					Modificatore portiere	0
				Modificatore difesa	1,5					Modificatore difesa	0
				Modificatore centrocampo	-0,5					Modificatore centrocampo	0,5
				Modificatore modulo	1					Modificatore modulo	0,5
				Totale squadra	72					Totale squadra	62
				Gol	2					Gol	0
											
		Sostituiti, panchina e tribuna						Sostituiti, panchina e tribuna			
	As	LUIZ ADRIANO Souza da Silva	sv/ng	-0,5	sv/ng		Cs	BIONDINI Davide	sv/ng	0	sv/ng
	P	GUERRIERI Guido	sv/ng	0	sv/ng		As	BORRIELLO Marco	sv/ng	0	sv/ng
	A	PANDEV Goran	sv/ng	0	sv/ng		P	GOLLINI Pierluigi	5,5	-3	2,5
	A	PIU Alessandro	sv/ng	0	sv/ng		A	FLOCCARI Sergio	sv/ng	0	sv/ng
	C	DE ROSSI Daniele	sv/ng	0	sv/ng		C	JAJALO Mato	4,5	0	4,5
	C	TACHTSIDIS Panagiotis	sv/ng	0	sv/ng		C	LOLLO Lorenzo	6	0	6
	C	HERNANES Anderson	sv/ng	0	sv/ng		D	MORETTI Emiliano	5,5	0	5,5
	C	PINZI Giampiero	sv/ng	0	sv/ng		D	LAZAAR Achraf	6	0	6
	D	PASQUAL Manuel	sv/ng	0	sv/ng		D	CHERUBIN Nicolo	5	0	5
	D	RONCAGLIA Facundo Sebastian	6,5	0	6,5		D	SOUPRAYEN Samuel	6	0	6
	D	ROMAGNOLI Simone	6,5	0	6,5		P	COLOMBI Simone	sv/ng	0	sv/ng
	C	DE JONG Nigel	sv/ng	0	sv/ng		p	RAFAEL De Andrade Bittencourt Pinheiro	sv/ng	0	sv/ng
	p	MARCHETTI Federico	sv/ng	0	sv/ng		d	PALETTA Gabriel	sv/ng	0	sv/ng
	d	BUBNJIC Igor	sv/ng	0	sv/ng		c	BRIENZA Franco	sv/ng	0	sv/ng
	d	VITIELLO Roberto	sv/ng	0	sv/ng		c	SODDIMO Danilo	sv/ng	0	sv/ng
	d	ZUNIGA Juan Camilo	sv/ng	0	sv/ng		a	PINILLA Mauricio	sv/ng	0	sv/ng
	c	MAURI Jose	sv/ng	0	sv/ng		a	WILCZEK Kamil	sv/ng	0	sv/ng
	c	MORALEZ Maximiliano	sv/ng	0	sv/ng						
											
		Campionato: 16a Camp. (Ritorno)									
		Heroes de la Baja Jamon						River Cyccy			
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	SPORTIELLO Marco	7	-2	5		P	CONSIGLI Andrea	4,5	-2	2,5
	D	ALEX SANDRO Lobo Silva	7	-0,5	6,5		D	BURDISSO Nicolas Andres	4	-0,5	3,5
	D	BONUCCI Leonardo	6,5	3	9,5		D	DANILO Larangeira	6,5	0	6,5
	D	DE SILVESTRI Lorenzo	6	0	6		D	HYSAJ Elseid	6,5	0	6,5
	C	ALLAN Marques Loureiro	6	0	6		DR	PELUSO Federico	6	-0,5	5,5
	C	BADU Emmanuel Agyemang	6	0	6		C	POGBA Paul	7	1	8
