		Risultati Incontri									
		3a di Serie A									
		Campionato: 1a Camp. (Andata)									
		Arte Della Topa						Cioppese			
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	TATARUSANU Ciprian	6	0	6		PU	Riserva d'ufficio	0	0	3
	D	ASTORI Davide	6,5	0	6,5		D	ALBIOL Raul	6	0	6
	D	GONZALEZ Giancarlo	5	-0,5	4,5		D	ALONSO Marcos	5,5	0	5,5
	D	TONELLI Lorenzo	6	0	6		DR	PASQUAL Manuel	6	0	6
	C	CATALDI Danilo	5,5	0	5,5		C	HERNANES Anderson	5,5	-0,5	5
	C	NAINGGOLAN Radja	5,5	0	5,5		C	HONDA Keisuke	5	-0,5	4,5
	C	NTCHAM Olivier	5,5	-0,5	5		C	MORALEZ Maximiliano	6,5	-3	3,5
	C	QUAISON Robin	6,5	0	6,5		C	VALERO Borja Iglesias	6,5	1	7,5
	A	GILARDINO Alberto	5	0	5		A	DYBALA Paulo	6,5	3	9,5
	A	ROSSI Giuseppe	6	0	6		A	LUIZ ADRIANO Souza da Silva	5,5	0	5,5
	A	TONI Luca	6	2,5	8,5		A	PANDEV Goran	5	0	5
				Parziale squadra	65					Parziale squadra	61
				Fattore campo	2					Fattore campo	0
				Modificatore portiere	0					Modificatore portiere	0
				Modificatore difesa	0					Modificatore difesa	0
				Modificatore centrocampo	0					Modificatore centrocampo	0
				Modificatore modulo	1					Modificatore modulo	1
				Totale squadra	68					Totale squadra	62
				Gol	1					Gol	0
											
		Sostituiti, panchina e tribuna						Sostituiti, panchina e tribuna			
	P	LEALI Nicola	6	-2,5	3,5		Ps	BERISHA Etrit	sv/ng	0	sv/ng
	D	GOBBI Massimo	5	0	5		Ds	LICHTSTEINER Stephan	sv/ng	0	sv/ng
	D	IZZO Armando	6	0	6		P	GUERRIERI Guido	sv/ng	0	sv/ng
	C	LAZZARI Andrea	sv/ng	0	sv/ng		D	VITIELLO Roberto	5,5	-2,5	3
	C	BADELJ Milan	5	-1	4		D	BUBNJIC Igor	6	0	6
	C	KONE Panagiotis	5,5	0	5,5		D	RONCAGLIA Facundo Sebastian	sv/ng	0	sv/ng
	C	KISHNA Ricardo	sv/ng	0	sv/ng		C	LAXALT Diego Sebastian	6	0	6
	A	MATOS Ryder	6	1	7		C	POLI Andrea	6	0	6
	A	ITURBE Juan	6,5	3	9,5		C	DE ROSSI Daniele	6	-0,5	5,5
	A	PUCCIARELLI Manuel	7	3	10		C	DE JONG Nigel	sv/ng	0	sv/ng
	p	LAMANNA Eugenio	5	-1	4		A	PALACIO Rodrigo Sebastian	5,5	0	5,5
	d	CAPRADOSSI Elio	sv/ng	0	sv/ng		p	MARCHETTI Federico	7	0	7
	d	OIKONOMOU Marios	sv/ng	0	sv/ng		d	MAKSIMOVIC Nikola	sv/ng	0	sv/ng
	d	RODRIGUEZ Gonzalo Javier	sv/ng	0	sv/ng		c	PELLEGRINI Lorenzo	sv/ng	0	sv/ng
	c	BLASZCZYKOWSKI Jakub	sv/ng	0	sv/ng						
	c	MORRISON Raven Ryan	sv/ng	0	sv/ng						
											
		Campionato: 1a Camp. (Andata)									
		Atletico Caipirinha						Xeltic Panic			
	R	Nome	Voto	Mod	Tot		R	Nome	Voto	Mod	Tot
	P	SORRENTINO Stefano	6	-2	4		P	HANDANOVIC Samir	7	0	7
	D	ACERBI Francesco	6,5	0	6,5		D	ROMAGNOLI Alessio	6	0	6
	D	LAZAAR Achraf	5,5	1	6,5		DR	DIAKITE Modibo	6,5	-0,5	6
	D	MURILLO Jeison	6	0	6		DR	ROSSETTINI Luca	5	-0,5	4,5
	C	BRIENZA Franco	6,5	0	6,5		C	CAPEL Diego	5,5	-0,5	5
	C	FERNANDES Bruno Miguel	6	0	6		C	CUADRADO Juan Guillermo	7	-0,5	6,5
	C	SAPONARA Riccardo	7	4	11		C	GIACCHERINI Emanuele	6	0	6
	C	SODDIMO Danilo	6,5	0	6,5		C	PERISIC Ivan	6	0	6
	A	BACCA Carlos	6	0	6		A	EDER Martins Citadin	7	3	10
	A	GOMEZ Juan Ignacio	7	3	10		A	GABBIADINI Manolo	6	2	8
	A	SANSONE Nicola Domenico	5	-3,5	1,5		A	INSIGNE Lorenzo	7	3	10
				Parziale squadra	70,5					Parziale squadra	75
				Fattore campo	2					Fattore campo	0
				Modificatore portiere	0					Modificatore portiere	0,5
				Modificatore difesa	0					Modificatore difesa	0
				Modificatore centrocampo	0,5					Modificatore centrocampo	-0,5
				Modificatore modulo	1					Modificatore modulo	1
				Totale squadra	74					Totale squadra	76
				Gol	2					Gol	3
											
		Sostituiti, panchina e tribuna						Sostituiti, panchina e tribuna			
	P	SKORUPSKI Lukasz	6,5	-2	4,5		Ds	GENTILETTI Santiago	sv/ng	0	sv/ng
	D	SOUPRAYEN Samuel	6	0	6		Ds	STENDARDO Guglielmo	sv/ng	0	sv/ng
	D	DRAME' Boukary	6	0	6		P	CARRIZO Juan Pablo	sv/ng	0	sv/ng
	D	CHERUBIN Nicolo	5,5	-0,5	5		D	LETIZIA Gaetano	6	0	6
	D	PALETTA Gabriel	6,5	-0,5	6		D	GASTALDELLO Daniele	sv/ng	0	sv/ng
	C	BIRSA Valter	7	-0,5	6,5		D	HENRIQUE Adriano	sv/ng	0	sv/ng
	C	JAJALO Mato	5,5	0	5,5		C	LAZOVIC Darko	sv/ng	0	sv/ng
	C	LOLLO Lorenzo	6	0	6		C	PEPE Simone	5,5	-0,5	5
	A	PINILLA Mauricio	6,5	5	11,5		C	KUCKA Juraj	6,5	-0,5	6
